Species	PUL ID	Name	Modularity	Overlap IDs	Overlap Names	Length	Postion_GH154	Count_GH154	Postion_unk	Count_unk	Postion_GH	Count_GH
Phocaeicola dorei CL06T03C03	#52005	Predicted PUL 25	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC unk HTCS unk GH105|GH154 PL42			14	12	1	9, 11	2	2, 3, 4, 12	4
Phocaeicola dorei CL06T03C03	#52033	Predicted PUL 53	ECF-σ Anti-σ SusC SusD GH88|GH154 GH43_19 unk GH78 HTCS GH43_10|CBM91 GH2 GH88 GH154 GH106 GH2 PL26 SusC SusD GH88 GH154 GH28|GH43_24 HTCS unk GH43_18 GH140			25	4, 12, 19	3	6, 22	2	4, 5, 7, 9, 10, 11, 12, 13, 14, 18, 19, 20, 23, 24	14
Phocaeicola dorei DH3716Y	#72029	Predicted PUL 32	GH140 GH43_18 unk HTCS GH28|GH43_24 GH154 GH88 SusD SusC PL26 GH2 GH154 GH88 GH2 GH43_10|CBM91 HTCS GH146 GH43_10|CBM91 GH43_10|CBM91 SusD SusC Anti-σ ECF-σ			23	5, 11	2	2	1	0, 1, 4, 5, 6, 10, 11, 12, 13, 14, 16, 17, 18	13
Phocaeicola dorei DH3716Y	#72034	Predicted PUL 37	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC			13	1	1	2	1	1, 8, 9, 10	4
Phocaeicola dorei DSM 17855	#3923	Predicted PUL 23	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC			13	1	1	2	1	1, 8, 9, 10	4
Phocaeicola dorei DSM 17855	#3946	Predicted PUL 46	GH140 GH43_18 unk HTCS GH28|GH43_24 GH106 SusD SusC GH2 GH106 GH154 GH88 GH2 GH43_10|CBM91 HTCS unk GH97 SusD SusC Anti-σ ECF-σ			21	10	1	2, 15	2	0, 1, 4, 5, 8, 9, 10, 11, 12, 13, 16	11
Phocaeicola dorei DSM 17855 v2	#45044	Predicted PUL 7	ECF-σ Anti-σ SusC SusD GH97 HTCS GH43_10|CBM91 GH2 GH88 GH154 GH106 GH2 SusC SusD GH106 GH28|GH43_24 HTCS unk GH43_18 GH140			20	9	1	17	1	4, 6, 7, 8, 9, 10, 11, 14, 15, 18, 19	11
Phocaeicola dorei DSM 17855 v2	#45084	Predicted PUL 47	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42			13	11	1	10	1	2, 3, 4, 11	4
Phocaeicola dorei isolate HS1_L_1_B_010	#22941	Predicted PUL 42	GH140 GH43_18 unk HTCS GH28|GH43_24 GH106 SusD SusC GH2 GH154 GH88 GH2 GH43_10|CBM91 HTCS GH43_12|CBM91 GH28 GH43_24 GH2 SusD SusC Anti-σ ECF-σ			22	9	1	2	1	0, 1, 4, 5, 8, 9, 10, 11, 12, 14, 15, 16, 17	13
Phocaeicola dorei isolate HS1_L_1_B_010	#22950	Predicted PUL 51	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC unk HTCS unk GH105|GH154 PL42			14	12	1	9, 11	2	2, 3, 4, 12	4
Phocaeicola dorei isolate HS1_L_3_B_079	#22842	Predicted PUL 14	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42			13	11	1	10	1	2, 3, 4, 11	4
Phocaeicola dorei isolate HS1_L_3_B_079	#22870	Predicted PUL 42	ECF-σ Anti-σ SusC SusD GH2|GH2 GH137 GH43_12|CBM91 HTCS GH43_10|CBM91 GH2 GH88 GH154 GH106 GH2 PL26 SusC SusD GH88 GH154 GH28|GH43_24 HTCS unk GH43_18 GH140			24	11, 18	2	21	1	4, 5, 6, 8, 9, 10, 11, 12, 13, 17, 18, 19, 22, 23	14
Phocaeicola dorei isolate HS2_L_2_B_045b	#22987	Predicted PUL 14	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42			13	11	1	10	1	2, 3, 4, 11	4
Phocaeicola dorei isolate HS2_L_2_B_045b	#23016	Predicted PUL 43	ECF-σ Anti-σ SusC SusD GH2|GH2 GH137 GH43_12|CBM91 HTCS GH43_10|CBM91 GH2 GH88 GH154 GH106 GH2 PL26 SusC SusD GH88 GH154 GH28|GH43_24 HTCS unk GH43_18 GH140			24	11, 18	2	21	1	4, 5, 6, 8, 9, 10, 11, 12, 13, 17, 18, 19, 22, 23	14
Phocaeicola dorei JR01	#44981	Predicted PUL 14	ECF-σ Anti-σ SusC SusD GH115 GH43_24 GH43_12|CBM91 HTCS GH43_10|CBM91 GH2 GH88 GH154 GH106 GH2 PL26 SusC SusD GH88 GH154 GH28|GH43_24 HTCS unk GH43_18 GH140			24	11, 18	2	21	1	4, 5, 6, 8, 9, 10, 11, 12, 13, 17, 18, 19, 22, 23	14
Phocaeicola dorei JR01	#45021	Predicted PUL 54	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42			13	11	1	10	1	2, 3, 4, 11	4
Phocaeicola dorei JR02	#45185	Predicted PUL 7	ECF-σ Anti-σ SusC SusD GH115 GH43_24 GH43_12|CBM91 HTCS GH43_10|CBM91 GH2 GH88 GH154 GH106 GH2 PL26 SusC SusD GH88 GH154 GH28|GH43_24 HTCS unk GH43_18 GH140			24	11, 18	2	21	1	4, 5, 6, 8, 9, 10, 11, 12, 13, 17, 18, 19, 22, 23	14
Phocaeicola dorei JR02	#45225	Predicted PUL 47	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42			13	11	1	10	1	2, 3, 4, 11	4
Phocaeicola dorei JR03	#45114	Predicted PUL 7	ECF-σ Anti-σ SusC SusD GH115 GH43_24 GH43_12|CBM91 HTCS GH43_10|CBM91 GH2 GH88 GH154 GH106 unk PL26 SusC SusD GH88 GH154 GH28|GH43_24 HTCS unk GH43_18 GH140			24	11, 18	2	13, 21	2	4, 5, 6, 8, 9, 10, 11, 12, 17, 18, 19, 22, 23	13
Phocaeicola dorei JR03	#45154	Predicted PUL 47	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42			13	11	1	10	1	2, 3, 4, 11	4
Phocaeicola dorei JR04	#45263	Predicted PUL 14	ECF-σ Anti-σ SusC SusD GH2|GH2 GH137 GH43_12|CBM91 HTCS GH43_10|CBM91 GH2 GH88 GH154 GH106 GH2 PL26 SusC SusD GH88 GH154 GH28|GH43_24 HTCS unk GH43_18 GH140			24	11, 18	2	21	1	4, 5, 6, 8, 9, 10, 11, 12, 13, 17, 18, 19, 22, 23	14
Phocaeicola dorei JR04	#45302	Predicted PUL 53	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42			13	11	1	10	1	2, 3, 4, 11	4
Phocaeicola dorei JR05	#44910	Predicted PUL 16	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC			13	1	1	2	1	1, 8, 9, 10	4
Phocaeicola dorei JR05	#44949	Predicted PUL 55	GH140 GH43_18 unk HTCS GH28|GH43_24 GH154 GH88 SusD SusC PL26 GH2 GH106 GH154 GH88 GH2 GH43_10|CBM91 HTCS GH43_12|CBM91 GH137 GH2|GH2 SusD SusC Anti-σ ECF-σ			24	5, 12	2	2	1	0, 1, 4, 5, 6, 10, 11, 12, 13, 14, 15, 17, 18, 19	14
Phocaeicola massiliensis B84634	#17115	Predicted PUL 22	GH154 unk GH88 PL33_1 SusD SusC			6	0	1	1	1	0, 2	2
Phocaeicola massiliensis TSDC17.2	#27416	Predicted PUL 32	GH154 unk GH88 PL33_1 SusD SusC			6	0	1	1	1	0, 2	2
Phocaeicola plebeius DSM 17135	#3610	Predicted PUL 5	SusD SusC HTCS GH43_24 GH43_17 GH105|GH154 PL42			7	5	1		0	3, 4, 5	3
Phocaeicola plebeius DSM 17135	#3621	Predicted PUL 16	unk GH50 GH105|GH154 unk unk unk unk GH16_12 unk unk unk GH86 GH86 unk unk SusD SusC HTCS unk Sulf_1 GH29 GH16_14 SusD SusC GH2	#3605	Lite 1	25	2	1	0, 3, 4, 5, 6, 8, 9, 10, 13, 14, 18	11	1, 2, 7, 11, 12, 20, 21, 24	8
Phocaeicola plebeius DSM 17135	#3626	Predicted PUL 21	GH154 GH88 SusD SusC Pept_MA PL35 GH29 HTCS unk GH3|Pept_SE			10	0	1	8	1	0, 1, 6, 9	4
Phocaeicola plebeius DSM 17135	#3640	Predicted PUL 35	AraC unk GH78 GH106 GH154 GH88 GH106 GH106 GH2|CBM SusC SusD GH106 GH2			13	4	1	1	1	2, 3, 4, 5, 6, 7, 8, 11, 12	9
Phocaeicola plebeius DSM 17135	#3641	Predicted PUL 36	GH154 SusD SusC HTCS unk GH29 GH105 GH2 GH110 SusC SusD			11	0	1	4	1	0, 5, 6, 7, 8	5
Phocaeicola salanitronis DSM 18170	#11941	Predicted PUL 11	GH105|GH154 PL42 unk GH127 GH43_24 GH154 GH16_3|GH154 SusD SusC			9	0, 5, 6	3	2	1	0, 3, 4, 5, 6	5
Phocaeicola vulgatus 274-1D4	#14783	Predicted PUL 41	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD CBM GH16_3 GH43_24 GH43_17 SusD SusC unk ECF-σ Anti-σ			17	1	1	2, 14	2	1, 9, 10, 11	4
Phocaeicola vulgatus ATCC 8482	#28032	Predicted PUL 13	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC HTCS unk GH105|GH154 PL42			11	9	1	8	1	2, 3, 4, 9	4
Phocaeicola vulgatus ATCC 8482	#28060	Predicted PUL 41	ECF-σ Anti-σ SusC SusD GH105 GH154 GH2 unk GH78 HTCS unk GH43_18 GH140			13	5	1	7, 10	2	4, 5, 6, 8, 11, 12	6
Phocaeicola vulgatus BFG-191	#56617	Predicted PUL 2	ECF-σ Anti-σ SusC SusD GH2 GH78 HTCS GH2 GH88 GH154			10	9	1		0	4, 5, 7, 8, 9	5
Phocaeicola vulgatus BFG-191	#56649	Predicted PUL 34	GH146 GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH16_3 CBM SusD SusC SusD SusC HTCS unk GH105|GH154 PL42			18	16	1	15	1	0, 1, 2, 3, 6, 7, 8, 16	8
Phocaeicola vulgatus BFG-201	#68100	Predicted PUL 11	GH146 GH31_4 SusD SusC HTCS GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusD SusC SusD SusC HTCS unk GH105|GH154 PL42			22	20	1	19	1	0, 1, 5, 6, 7, 10, 11, 12, 20	9
Phocaeicola vulgatus BFG-201	#68122	Predicted PUL 33	GH154 GH2 SusC SusD GH106 GH28|GH43_24 HTCS unk GH43_18 GH140			10	0	1	7	1	0, 1, 4, 5, 8, 9	6
Phocaeicola vulgatus BFG-626	#63973	Predicted PUL 10	GH146 GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC HTCS unk GH105|GH154 PL42			15	13	1	12	1	0, 1, 2, 3, 6, 7, 8, 13	8
Phocaeicola vulgatus CL06T03C24	#52059	Predicted PUL 9	PL42 GH105|GH154 unk HTCS unk SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC			14	1	1	2, 4	2	1, 9, 10, 11	4
Phocaeicola vulgatus CL06T03C24	#52097	Predicted PUL 47	GH140 GH43_18 unk HTCS GH28|GH43_24 GH106 SusD SusC GH2 GH154 HTCS GH78 unk unk GH27|CBM35 GH27 CE20 GH2 GH28 SusD SusC Anti-σ ECF-σ			23	9	1	2, 12, 13	3	0, 1, 4, 5, 8, 9, 11, 14, 15, 17, 18	11
Phocaeicola vulgatus CL09T03C04	#17159	Predicted PUL 19	GH140 GH43_18 unk HTCS GH28|GH43_24 GH154 GH88 GH105 GH106 SusD SusC GH2 GH154 HTCS			14	5, 12	2	2	1	0, 1, 4, 5, 6, 7, 8, 11, 12	9
Phocaeicola vulgatus CL09T03C04	#17182	Predicted PUL 42	PL42 GH105|GH154 unk HTCS unk SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC GH43_19|GH43_34 GH51_2 GH35|CBM32 HTCS SusC SusD GH31_4 GH146			22	1	1	2, 4	2	1, 9, 10, 11, 14, 15, 16, 20, 21	9
Phocaeicola vulgatus CL10T00C06	#61247	Predicted PUL 1	GH146 GH31_4 SusD SusC HTCS GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC unk HTCS unk GH105|GH154 PL42			22	20	1	17, 19	2	0, 1, 5, 6, 7, 10, 11, 12, 20	9
Phocaeicola vulgatus D43t1_170807_F8	#47360	Predicted PUL 29	GH146 GH31_4 SusD SusC HTCS GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH16_3 CBM SusD SusC SusD SusC HTCS unk GH105|GH154 PL42			22	20	1	19	1	0, 1, 5, 6, 7, 10, 11, 12, 20	9
Phocaeicola vulgatus DFI.4.81	#78628	Predicted PUL 38	PL42 GH105|GH154 unk HTCS unk SusC SusD			7	1	1	2, 4	2	1	1
Phocaeicola vulgatus FDAARGOS_1098	#48561	Predicted PUL 26	PL42 GH105|GH154 unk HTCS SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC			11	1	1	2	1	1, 6, 7, 8	4
Phocaeicola vulgatus FDAARGOS_1098	#48598	Predicted PUL 63	GH140 GH43_18 unk HTCS unk GH2 GH154 GH105 SusD SusC Anti-σ ECF-σ			12	6	1	2, 4	2	0, 1, 5, 6, 7	5
Phocaeicola vulgatus FDAARGOS_1099	#48611	Predicted PUL 7	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC GH43_19|GH43_34 GH51_2 GH35|CBM32 HTCS SusC SusD GH31_4 GH146			21	1	1	2	1	1, 8, 9, 10, 13, 14, 15, 19, 20	9
Phocaeicola vulgatus MG01-03	#57816	Predicted PUL 7	GH146 GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42			17	15	1	14	1	0, 1, 2, 3, 6, 7, 8, 15	8
Phocaeicola vulgatus MG01-07	#57758	Predicted PUL 8	GH146 GH31_4 SusD SusC HTCS GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH43_24 GH16_3 CBM SusD SusC SusD SusC HTCS unk GH105|GH154 PL42			23	21	1	20	1	0, 1, 5, 6, 7, 10, 11, 12, 13, 21	10
Phocaeicola vulgatus MG01-10	#57699	Predicted PUL 8	GH146 GH31_4 SusD SusC HTCS GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH43_24 GH16_3 CBM SusD SusC SusD SusC HTCS unk GH105|GH154 PL42			23	21	1	20	1	0, 1, 5, 6, 7, 10, 11, 12, 13, 21	10
Phocaeicola vulgatus mpk	#28731	Predicted PUL 8	GH154 GH88 GH2 GH2 HTCS GH78 GH2 unk SusD unk unk SusC Anti-σ ECF-σ			14	0	1	7, 9, 10	3	0, 1, 2, 3, 5, 6	6
Phocaeicola vulgatus mpk	#28778	Predicted PUL 55	GH146 GH31_4 SusD SusC SusC HTCS GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH16_3 CBM SusD SusC SusD SusC HTCS unk GH105|GH154 PL42			23	21	1	20	1	0, 1, 6, 7, 8, 11, 12, 13, 21	9
Phocaeicola vulgatus NLAE-zl-G202	#5189	Predicted PUL 25	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC unk HTCS unk GH105|GH154 PL42			14	12	1	9, 11	2	2, 3, 4, 12	4
Phocaeicola vulgatus PC510	#1702	Predicted PUL 16	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC			13	1	1	2	1	1, 8, 9, 10	4
Phocaeicola vulgatus RJ2H1	#15453	Predicted PUL 8	GH146 GH31_4 SusD SusC HTCS GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH16_3 CBM SusD SusC SusD SusC HTCS unk GH105|GH154 PL42			22	20	1	19	1	0, 1, 5, 6, 7, 10, 11, 12, 20	9
Phocaeicola vulgatus RJ2H1	#15478	Predicted PUL 33	ECF-σ Anti-σ SusC SusD GH2 GH78 HTCS unk GH2 GH88 GH154			11	10	1	7	1	4, 5, 8, 9, 10	5
Phocaeicola vulgatus RJ2L3	#16067	Predicted PUL 12	GH146 GH31_4 SusD SusC HTCS GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC unk HTCS unk GH105|GH154 PL42			22	20	1	17, 19	2	0, 1, 5, 6, 7, 10, 11, 12, 20	9
Phocaeicola vulgatus TSDC17.2	#27641	Predicted PUL 4	PL42 GH105|GH154 unk HTCS SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC GH43_19|GH43_34 GH51_2 GH35|CBM32 GH146			15	1	1	2	1	1, 6, 7, 8, 11, 12, 13, 14	8
Phocaeicola vulgatus VIC01	#40560	Predicted PUL 17	PL42 GH105|GH154 unk HTCS unk SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC			14	1	1	2, 4	2	1, 9, 10, 11	4
Phocaeicola vulgatus VIII-271C	#22054	Predicted PUL 12	GH140 GH43_18 unk HTCS GH78 unk GH2 GH154 GH105 SusD SusC Anti-σ ECF-σ			13	7	1	2, 5	2	0, 1, 4, 6, 7, 8	6
Phocaeicola vulgatus VIII-271C	#22078	Predicted PUL 36	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD CBM GH16_3 GH43_24 GH43_17 SusD SusC			14	1	1	2	1	1, 9, 10, 11	4
Phocaeicola vulgatus VIII-271D	#22137	Predicted PUL 32	GH140 GH43_18 unk HTCS GH78 unk GH2 GH154 GH105 SusD SusC Anti-σ ECF-σ			13	7	1	2, 5	2	0, 1, 4, 6, 7, 8	6
Phocaeicola vulgatus VIII-271D	#22140	Predicted PUL 35	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD CBM GH16_3 GH43_24 GH43_17 SusD SusC			14	1	1	2	1	1, 9, 10, 11	4
Phocaeicola vulgatus VIII-271E	#22178	Predicted PUL 10	PL42 GH105|GH154 unk HTCS SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC			11	1	1	2	1	1, 6, 7, 8	4
Phocaeicola vulgatus VPI-5710	#45755	Predicted PUL 8	PL42 GH105|GH154 unk HTCS SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC			11	1	1	2	1	1, 6, 7, 8	4
Polaribacter reichenbachii 6Alg 8T	#24734	Predicted PUL 11	GH154 GH154 GH128 CBM13 CBM13|CBM42 GH43_19|GH43_34 GH31_4 GH105 PL42 GH30_4 GH43_34 GH2 GH115 SusD SusC HTCS unk unk GH39|CBM84 unk SusD SusC Anti-σ ECF-σ			24	0, 1	2	16, 17, 19	3	0, 1, 2, 5, 6, 7, 9, 10, 11, 12, 18	11
Polaribacter reichenbachii KCTC 23969	#31005	Predicted PUL 17	GH154 GH154 GH128 CBM13 CBM13|CBM42 GH43_19|GH43_34 GH31_4 GH105 PL42 GH30_4 GH43_34 GH2 GH115 SusD SusC HTCS unk unk GH39|CBM84 unk SusD SusC Anti-σ ECF-σ			24	0, 1	2	16, 17, 19	3	0, 1, 2, 5, 6, 7, 9, 10, 11, 12, 18	11
Porphyromonadaceae bacterium KH3CP3RA	#5955	Predicted PUL 36	GH106 unk GH43_18 SusC unk GH2 GH30_4 SusD SusC unk HTCS GH43_24|GH16_3 unk SusD SusC SusD SusC HTCS GH2 GH154 GH105 SusD SusC HTCS			24	19	1	1, 4, 9, 12	4	0, 2, 5, 6, 11, 18, 19, 20	8
Porphyromonadaceae bacterium KH3R12	#6019	Predicted PUL 19	HTCS SusC SusD GH105 GH154 GH2 HTCS unk SusC SusD SusC SusD unk GH43_24|GH16_3 HTCS unk SusC SusD GH30_4 GH2 GH43_17 unk SusC GH43_18 HTCS GH2 unk SusC SusD GH105|CE12 unk CE12 GH105 GH28 Sulf_1 GH106 GH2 CE12 GH2|CE12 unk HTCS			41	4	1	7, 12, 15, 21, 26, 30, 39	7	3, 4, 5, 13, 18, 19, 20, 23, 25, 29, 32, 33, 35, 36, 38	15
Porphyromonadaceae bacterium KH3R12	#6035	Predicted PUL 35	GH3 GH67 GH2 SusC SusD unk unk GH154 GH140			9	7	1	5, 6	2	0, 1, 2, 7, 8	5
Porphyromonadaceae bacterium NLAE-zl-C104	#6134	Predicted PUL 33	HTCS SusC SusD GH105 GH154 GH2 HTCS unk SusC SusD SusC SusD unk GH43_24|GH16_3 GH2			15	4	1	7, 12	2	3, 4, 5, 13, 14	5
Porphyromonadaceae bacterium NLAE-zl-C104	#6137	Predicted PUL 36	unk SusC SusD unk unk GH154 GH140			7	5	1	0, 3, 4	3	5, 6	2
Prevotella aff. ruminicola Tc2-24	#7010	Predicted PUL 5	GH154 PL33_1 GH105 SusD SusC GH43_24 unk HTCS			8	0	1	6	1	0, 2, 5	3
Prevotella herbatica WR041 	#49706	Predicted PUL 2	GH105 GH154 SusD SusC			4	1	1		0	0, 1	2
Prevotella sp. E13-17	#59432	Predicted PUL 16	GH154 GH28 SusC SusD ECF-σ unk			6	0	1	5	1	0, 1	2
Prevotella sp. FD3004	#6684	Predicted PUL 21	HTCS GH43_24 SusC SusD GH105 PL33_1 GH154 SusD SusC HTCS			10	6	1		0	1, 4, 6	3
Prevotella sp. KHP7	#6703	Predicted PUL 5	HTCS GH43_24 SusC SusD GH105 PL33_1 GH154 SusD SusC HTCS			10	6	1		0	1, 4, 6	3
Prevotella sp. LC2012	#6821	Predicted PUL 15	HTCS unk GH43_24 SusC SusD GH105 PL33_1 GH154			8	7	1	1	1	2, 5, 7	3
Prevotella sp. MA2016	#6856	Predicted PUL 26	HTCS GH43_19|GH43_24 SusC SusD unk GH105 PL33_1 unk GH154 SusD SusC HTCS			12	8	1	4, 7	2	1, 5, 8	3
Prevotella sp. NE3005	#6876	Predicted PUL 11	HTCS GH43_19|GH43_24 SusC SusD GH105 PL33_1 GH154 unk			8	6	1	7	1	1, 4, 6	3
Prevotella sp. P6B1	#6895	Predicted PUL 3	HTCS GH43_19|GH43_24 SusC SusD GH105 PL33_1 unk GH154 SusD SusC HTCS			11	7	1	6	1	1, 4, 7	3
Prevotella sp. P6B4	#6950	Predicted PUL 19	SusC SusD GH154 unk PL33_1 GH105 SusD SusC GH43_19|GH43_24 HTCS			10	2	1	3	1	2, 5, 8	3
Prevotella sp. RM4	#6609	Predicted PUL 21	HTCS SusC SusD GH154 unk PL33_1 GH105 SusD SusC GH43_19|GH43_24 HTCS			11	3	1	4	1	3, 6, 9	3
Prolixibacter bellariivorans ATCC BAA-1284	#18244	Predicted PUL 24	ECF-σ Anti-σ SusC SusD CE20 unk GH154 unk			8	6	1	5, 7	2	6	1
Proteiniphilum acetatigenes DSM 18083	#9681	Predicted PUL 5	HTCS SusC SusD GH154 GH105 unk GH2 HTCS unk SusC SusD SusC SusD unk GH43_24|GH16_3 HTCS unk SusC SusD GH30_4 GH2 unk SusC SusD unk unk unk unk GH29 SusC GH43_18 unk GH106 unk GH97 HTCS GH51_1 unk unk GH43_5 unk unk GH51_2 GH43_19 GH146|GH43_19|GH43_34 GH35|CBM32 GH51_2			47	3	1	5, 8, 13, 16, 21, 24, 25, 26, 27, 31, 33, 37, 38, 40, 41	15	3, 4, 6, 14, 19, 20, 28, 30, 32, 34, 36, 39, 42, 43, 44, 45, 46	17
Proteiniphilum saccharofermentans	#24674	Predicted PUL 17	GH51_2 GH35|CBM32 GH146|GH43_19|GH43_34 GH43_19 GH51_2 unk unk GH43_5 unk unk GH51_1 HTCS GH97 unk HTCS GH136 CE20 GH43_24 GH136 GH35 SusD SusC unk GH28 GH28 PL11 GH105 unk unk unk GH28 GH106 GH28 GH105 CE12 unk GH105|CE12 SusD SusC GH2 HTCS GH43_18 SusC unk GH43_17 GH2 GH30_4 SusD SusC unk HTCS GH43_24|GH16_3 unk SusD SusC SusD SusC HTCS GH2 GH154 GH105 SusD SusC HTCS			64	59	1	5, 6, 8, 9, 13, 22, 27, 28, 29, 35, 43, 49, 52	13	0, 1, 2, 3, 4, 7, 10, 12, 15, 17, 18, 19, 23, 24, 26, 30, 31, 32, 33, 36, 39, 41, 44, 45, 46, 51, 58, 59, 60	29
Proteiniphilum saccharofermentans	#24690	Predicted PUL 33	unk unk SusC SusD unk unk unk GH154 GH140			9	7	1	0, 1, 4, 5, 6	5	7, 8	2
Rhodonellum psychrophilum GCM71 = DSM 17998	#17859	Predicted PUL 11	SusC SusD GH16_3 GH154 PL42 GH88 GH43_19|GH43_34			7	3	1		0	2, 3, 5, 6	4
Rudanella lutea DSM 19387	#8218	Predicted PUL 12	unk unk unk GH154 GH105 SusD SusC			7	3	1	0, 1, 2	3	3, 4	2
Rufibacter tibetensis 1351	#22393	Predicted PUL 8	SusC SusD GH43_29 GH39 GH43_19 GH43_19|GH43_34 GH35|CBM32 GH43_17 GH154 GH16_3 unk GH105 PL42 GH43_24 GH154 unk ECF-σ			17	8, 14	2	10, 15	2	2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 14	11
Runella limosa DSM 17973	#14441	Predicted PUL 1	unk unk unk unk SusC SusD PL10_1 CE8 GH33 unk GH95 unk SusC SusD PL1_2 unk GH43_18 GH143 GH138 GH142 unk unk GH154 unk			24	22	1	0, 1, 2, 3, 9, 11, 15, 20, 21, 23	10	8, 10, 16, 17, 18, 19, 22	7
Runella sp. SP2	#36460	Predicted PUL 41	unk GH154 unk unk unk GH142 GH138 GH143 GH43_18 unk PL1_2 SusD SusC unk GH95 unk GH33 CE8 PL10_1 SusD SusC unk unk unk			24	1	1	0, 2, 3, 4, 9, 13, 15, 21, 22, 23	10	1, 5, 6, 7, 8, 14, 16	7
Saccharicrinis fermentans DSM 9555	#9987	Predicted PUL 34	HTCS SusC SusD GH2 GH105 unk GH154			7	6	1	5	1	3, 4, 6	3
Salegentibacter salinarum DSM 23400	#42224	Predicted PUL 10	GH130_8 unk unk GH43_34 GH2 GH2 PL42 GH43_17 GH2 GH30_4 SusD SusC HTCS SusD SusC GH43_24 GH43_19|GH43_34 GH97 GH154 GH105 GH43_18 GH105 GH106 SusC SusD GH31_9 unk GH28 GH43_37|CBM61 GH2 GH115 CE12|CE12 GH2 CE12 GntR			35	18	1	1, 2, 26	3	0, 3, 4, 5, 7, 8, 9, 15, 16, 17, 18, 19, 20, 21, 22, 25, 27, 28, 29, 30, 32	21
