Species	PUL ID	Name	Modularity	Overlap IDs	Overlap Names
Bacteroides ovatus WH208	#53473	CAZyme cluster 5	GH35|CBM32 GH28 GH154 GH105		
Bacteroides ovatus WH208	#53476	CAZyme cluster 8	GH105 PL42 GH43_24 unk GH154 HTCS unk GH31 GH31_4 unk GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides ovatus WH214	#53600	CAZyme cluster 7	GH35|CBM32 GH28 GH154 GH105		
Bacteroides ovatus WH214	#53603	CAZyme cluster 10	GH105 PL42 GH43_24 unk GH154 HTCS unk GH31 GH31_4 unk GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides ovatus WH435	#53719	CAZyme cluster 4	GH35|CBM32 GH28 GH154 GH105		
Bacteroides ovatus WH435	#53721	CAZyme cluster 6	GH105 PL42 GH43_24 unk GH154 HTCS GH31_4 unk GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides ovatus WH514	#53843	CAZyme cluster 7	GH35|CBM32 GH43_19 GH51_2 GH97 unk unk GH31_4 HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus WH514	#53850	CAZyme cluster 14	GH105 GH154 GH154 GH28 GH35|CBM32		
Bacteroides ovatus WH601	#53960	CAZyme cluster 3	GH31_4 HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus WH601	#53962	CAZyme cluster 5	GH105 GH154 GH43 GH35|CBM32		
Bacteroides ovatus WH604	#54073	CAZyme cluster 1	GH105 GH154 GH43 GH35|CBM32		
Bacteroides ovatus WH604	#54079	CAZyme cluster 7	GH31_4 HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus WH711	#54196	CAZyme cluster 3	GH105 GH154 GH28 GH35|CBM32		
Bacteroides ovatus WH711	#54201	CAZyme cluster 8	GH35|CBM32 GH43_19 GH51_2 GH97 unk unk GH31_4 HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus WH713	#54317	CAZyme cluster 4	GH105 PL42 GH43_24 unk GH154 HTCS GH31_4 unk unk GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides reticulotermitis JCM 10512	#37733	CAZyme cluster 6	GH43_24 GH43_24 GH154 GH43_24 PL42 GH105 GH105		
Bacteroides salyersiae BFG-288	#55839	CAZyme cluster 6	GH35|CBM32 GH51_2 GH51_1 GH97 GH51_2 GH127 GH16_3|GH43_24 GH154 GH43_24 PL42 GH105 PL27		
Bacteroides salyersiae CL02T12C01	#16260	CAZyme cluster 1	PL27 GH105 PL42 GH43_24 GH154 GH16_3|GH43_24 GH127 GH51_2 GH97 GH51_1 GH51_2 GH35|CBM32		
Bacteroides salyersiae CSP6	#75618	CAZyme cluster 7	GH35|CBM32 GH51_2 GH51_1 GH97 GH51_2 GH127 GH16_3|GH43_24 GH154 GH43_24 PL42 GH105 PL27		
Bacteroides salyersiae WAL7960	#70858	CAZyme cluster 1	GH35|CBM32 GH51_2 GH51_1 GH97 GH51_2 GH127 GH16_3|GH43_24 GH154 GH43_24 unk GH105 PL27		
Bacteroides salyersiae WAL9166	#70803	CAZyme cluster 6	GH35|CBM32 GH51_2 GH51_1 GH97 unk GH127 GH16_3|GH43_24 GH154 GH43_24 PL42 GH105 PL27		
Bacteroides sp. 1_1_30	#2318	CAZyme cluster 9	GH154 GH43_24 PL42		
Bacteroides sp. 3_1_23	#3401	CAZyme cluster 3	GH35|CBM32 GH43_19 GH51_2 GH97 unk GH154 unk unk GH43_24 PL42 GH105		
Bacteroides sp. 4_1_36	#758	CAZyme cluster 5	GH2 GH51_2 GH127 GH51_2 GH97 GH43_19|GH43_34 GH105 PL42 GH154 unk ECF-σ		
Bacteroides sp. An19	#35359	CAZyme cluster 9	GH105|GH154 PL42 GH51_2 unk GH43_24		
Bacteroides sp. An269	#35439	CAZyme cluster 1	GH43_24 unk GH51_2 PL42 GH105|GH154		
Bacteroides sp. An279	#35485	CAZyme cluster 10	GH43_24 GH51_2 PL42 GH105|GH154		
Bacteroides sp. An322	#35516	CAZyme cluster 1	unk GH30_2 PL42 GH105|GH154 unk CE2 CE20		
Bacteroides sp. An51A	#35401	CAZyme cluster 5	GH105|GH154 PL42 GH51_2 GH43_24		
Bacteroides sp. AR29	#4732	CAZyme cluster 2	GH2 GH51_2 GH127 GH51_2 GH97 GH43_19|GH43_34 GH105 PL42 GH154		
Bacteroides sp. D2	#2652	CAZyme cluster 3	GH35|CBM32 GH28 GH154 GH105		
Bacteroides sp. D2	#2656	CAZyme cluster 7	GH105 PL42 GH43_24 unk GH154 HTCS GH31_4 unk unk GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides sp. D2 (new assembly)	#63604	CAZyme cluster 1	GH105 PL42 GH43_24 unk GH154 HTCS GH31_4 unk GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides sp. D2 (new assembly)	#63608	CAZyme cluster 5	GH105 GH154 GH28 GH35|CBM32		
Bacteroides sp. DH3716P	#73358	CAZyme cluster 6	GH154 unk GH43_24 PL42 GH105		
Bacteroides sp. M10	#47283	CAZyme cluster 2	GH35|CBM32 GH43_19 GH51_2 GH97 GH31_4 unk unk GH154 GH43_24 PL42 GH105		
Bacteroides uniformis 3978 T3 i	#58225	CAZyme cluster 2	GH2 GH51_2 GH127 GH51_2 GH97 GH43_19|GH43_34 GH105 PL42 GH154 unk unk ECF-σ		
Bacteroides uniformis 3978 T3 ii	#58165	CAZyme cluster 2	GH2 GH51_2 GH127 GH51_2 GH97 GH43_19|GH43_34 GH105 PL42 GH154		
Bacteroides uniformis ATCC 8492	#3213	CAZyme cluster 1	ECF-σ unk unk unk GH154 PL42 GH105 GH43_19|GH43_34 GH97 GH51_2 GH127 GH51_2 GH2		
Bacteroides uniformis ATCC 8492 (new assembly)	#63445	CAZyme cluster 1	GH2 GH51_2 GH127 GH51_2 GH97 GH43_19|GH43_34 GH105 PL42 GH154 unk ECF-σ		
Bacteroides uniformis CL03T00C23	#15244	CAZyme cluster 2	GH2 GH51_2 GH127 GH51_2 GH97 GH43_19|GH43_34 GH105 PL42 GH154 unk unk ECF-σ		
Bacteroides uniformis CL03T12C37	#15819	CAZyme cluster 2	GH2 GH51_2 GH127 GH51_2 GH97 GH43_19|GH43_34 GH105 PL42 GH154 unk ECF-σ		
Bacteroides uniformis CL06T03C05	#51361	CAZyme cluster 1	GH2 GH51_2 GH127 GH51_2 GH97 GH43_19|GH43_34 GH105 PL42 GH154 unk ECF-σ		
Bacteroides uniformis CL06T06C18	#51417	CAZyme cluster 1	ECF-σ unk GH154 PL42 GH105 GH43_19|GH43_34 GH97 GH51_2 GH127 GH51_2 GH2		
Bacteroides uniformis CL11T00C07	#51469	CAZyme cluster 2	ECF-σ unk GH154 PL42 GH105 GH43_19|GH43_34 GH97 GH51_2 GH127 GH51_2 GH2		
Bacteroides uniformis FDAARGOS_901	#47640	CAZyme cluster 1	ECF-σ unk GH154 PL42 GH105 GH43_19|GH43_34 GH97 GH51_2 GH127 GH51_2 GH2		
Bacteroides uniformis JCM5828	#75975	CAZyme cluster 1	GH2 GH51_2 GH127 GH51_2 GH97 GH43_19|GH43_34 GH105 PL42 GH154 unk ECF-σ		
Bacteroides uniformis NBRC 113350	#38818	CAZyme cluster 1	GH2 GH51_2 GH127 GH51_2 GH97 GH43_19|GH43_34 GH105 PL42 GH154 unk ECF-σ		
Bacteroides uniformis VIII-271B	#22042	CAZyme cluster 1	GH2 GH51_2 GH127 GH51_2 GH97 GH43_19|GH43_34 GH105 PL42 GH154 unk unk ECF-σ		
Bacteroides xylanisolvens An107	#36138	CAZyme cluster 2	GH35|CBM32 GH43_19 GH51_2 GH97 unk unk GH154 GH43_24 PL42		
Bacteroides xylanisolvens An107	#36142	CAZyme cluster 6	GH35|CBM32 GH154 GH105		
Bacteroides xylanisolvens AY11-1	#73690	CAZyme cluster 2	PL42 GH43_24 GH154		
Bacteroides xylanisolvens BFG-319	#66840	CAZyme cluster 3	GH154 GH43_24 PL42		
Bacteroides xylanisolvens BFG-566	#69135	CAZyme cluster 3	PL42 GH43_24 GH154 GH97 unk GH43_19 GH35|CBM32		
Bacteroides xylanisolvens BFG-566	#69137	CAZyme cluster 5	GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH154 GH105		
Bacteroides xylanisolvens H207	#39199	CAZyme cluster 2	GH35|CBM32 GH43_19 GH51_2 GH97 unk GH154 GH43_24 PL42		
Bacteroides xylanisolvens NLAE-zl-G310	#5917	CAZyme cluster 6	PL42 GH43_24 GH154 GH97 GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides xylanisolvens NLAE-zl-G339	#5817	CAZyme cluster 5	GH35|CBM32 GH43_19 GH51_2 GH97 GH97 GH154 GH43_24 PL42		
Bacteroides xylanisolvens NLAE-zl-G421	#5715	CAZyme cluster 3	PL42 GH43_24 GH154 GH97 GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides xylanisolvens NLAE-zl-P352	#12578	CAZyme cluster 3	GH35|CBM32 GH43_19 GH51_2 GH97 GH154 GH43_24 PL42 GH105		
Bacteroides xylanisolvens NLAE-zl-P352	#12580	CAZyme cluster 5	GH105 GH154 unk GH35|CBM32		
Bacteroides xylanisolvens NLAE-zl-P393	#12684	CAZyme cluster 1	GH35|CBM32 unk GH154 GH105		
Bacteroides xylanisolvens NLAE-zl-P393	#12687	CAZyme cluster 4	GH35|CBM32 GH43_19 GH51_2 GH97 GH154 GH43_24 PL42 GH105		
Bacteroides xylanisolvens NLAE-zl-P727	#12793	CAZyme cluster 3	GH35|CBM32 GH43_19 GH51_2 GH97 GH154 GH43_24 PL42 GH105		
Bacteroides xylanisolvens NLAE-zl-P727	#12796	CAZyme cluster 6	GH35|CBM32 unk GH154 GH105		
Bacteroides xylanisolvens NLAE-zl-P732	#12903	CAZyme cluster 5	GH105 PL42 GH43_24 GH154 GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides xylanisolvens NLAE-zl-P732	#12905	CAZyme cluster 7	GH105 GH154 unk GH35|CBM32		
Bacteroides xylanisolvens NLAE-zl-P736	#13008	CAZyme cluster 1	GH35|CBM32 GH43_19 GH51_2 GH97 GH154 GH43_24 PL42 GH105		
Bacteroides xylanisolvens NLAE-zl-P736	#13009	CAZyme cluster 2	CBM32 GH35 unk GH154 GH105		
Bacteroides xylanisolvens SD CC 2a	#1368	CAZyme cluster 4	GH154 GH154 GH105		
Cnuella takakiae DSM 26897	#32161	CAZyme cluster 1	GH154 GH16_3 GH105 PL42		
Dysgonomonas gadei ATCC BAA-286	#10825	CAZyme cluster 2	GH2 GH105 GH154		
Dysgonomonas sp. HDW5A	#44005	CAZyme cluster 2	GH2 GH88 GH154		
Dysgonomonas sp. HDW5B	#43968	CAZyme cluster 2	GH2 GH88 GH154		
Dysgonomonas sp. HGC4	#37654	CAZyme cluster 4	GH154 GH88 GH2		
Echinicola pacifica DSM 19836	#9385	CAZyme cluster 2	GH154 GH20 GH88 ECF-σ PL33_1 Sulf_1 Sulf_1 Sulf_1		
Echinicola soli LN3S3	#39282	CAZyme cluster 5	unk GH29 GH154 GH20 GH88		
Echinicola strongylocentroti MEBiC08714	#34596	CAZyme cluster 5	GH154 GH20 GH88		
Echinicola vietnamensis DSM 17526	#8380	CAZyme cluster 4	GH154 GH20 GH88		
Fibrella aestuarina BUZ 2	#21063	CAZyme cluster 2	GH78 GH154 GH16_3		
Filimonas lacunae NBRC 104114	#23408	CAZyme cluster 1	GH29 GH43_24 GH51_2 ABC unk GH154		
Flammeovirgaceae bacterium SG7u.111	#77304	CAZyme cluster 7	GH105|GH154 unk GH43_19|GH43_34 GH51_2		
Flavihumibacter fluvii IMCC34837	#59775	CAZyme cluster 2	unk CE19 unk Pept_SC GH95 GH154 Sulf_1 GH110 unk MFS unk unk unk unk		
Flavihumibacter petaseus NBRC 106054	#32630	CAZyme cluster 3	unk unk unk unk Sulf_1 GH154 GH117		
Flaviramulus sp. BrNp1-15	#59716	CAZyme cluster 4	GH154 GH2 GH88 PL42 unk unk unk unk ABC		
Flavobacterium faecale WV33	#33308	CAZyme cluster 6	GH16_11 Sulf_1 GH105|GH154		
Flavobacterium subsaxonicum WB 4.1-42 = DSM 21790	#13161	CAZyme cluster 1	GntR GH154|GH16_10 PL42 GH88 GH2 GH27 GH51_2 GH43_19|GH43_34 unk		
Flectobacillus major DSM 103	#9435	CAZyme cluster 1	GH20 unk GH88 GH154 unk		
Hallella bergensis DSM 17361	#11672	CAZyme cluster 3	GH154 GH105 GH2 GH51_2 PL11_1		
Hoylesella saccharolytica F0055	#18586	CAZyme cluster 1	GH105 GH154 GH43_24		
Hymenobacter norwichensis DSM 15439	#13611	CAZyme cluster 8	GH105 GH154 GH43_18 GH2 unk unk PL42|GH16_3		
Hymenobacter volaticus 5420S-77	#60391	CAZyme cluster 6	GH16_3 unk GH2 GH2 GH2 unk GH43_34 GH35 GH43_24 GH154		
Mangrovibacterium marinum DSM 28823	#30862	CAZyme cluster 9	GH43_10 GH97 unk GH43_10|CBM91 unk GH43_29|CBM6 Est GH115 GH154 GH88 GH88 GH2 GH2 CE12 CE12 Est PL11_1 GH2 HTCS		
Mariniflexile sp. TRM1-10	#34313	CAZyme cluster 4	GH43_26 GH154 GH2 GH105 PL42		
Mucilaginibacter daejeonensis KACC 14964	#57662	CAZyme cluster 4	GH154 CBM|GH78 GH3		
Mucilaginibacter mallensis MP1X4	#24269	CAZyme cluster 4	unk GH29 AraC unk GH154 GH29		
Mucilaginibacter oryzae DSM 19975	#25216	CAZyme cluster 1	GH43_24 GH154 GH43_34		
Niabella aurantiaca DSM 17617	#8204	CAZyme cluster 2	GH16_3 GH154 unk GH51_2 GH43_19|GH43_34 GH51_2		
Niabella soli DSM 19437	#7370	CAZyme cluster 2	GH39 GH16_3 GH154 GH27 GH51_2 GH43_19|GH43_34 GH51_2		
Parabacteroides sp. An277	#35849	CAZyme cluster 3	GH154 GH88 unk PL33_2|GH105 HTCS		
Paraflavitalea soli 5GH32-13	#34215	CAZyme cluster 8	unk PL42 GH88 unk GH154 unk GH43_34 unk		
Pedobacter caeni DSM 16990	#25345	CAZyme cluster 1	GH110 GH95 GH105 GH154 unk		
Pedobacter caeni DSM 16990	#25346	CAZyme cluster 2	unk GH88 unk unk unk Sulf_1 GH20 GH154 unk unk		
Pedobacter rhizosphaerae DSM 18610	#41466	CAZyme cluster 5	GH95 GH105 GH154		
Pedobacter sp. PACM 27299	#22547	CAZyme cluster 2	unk GH36 GH154 GH105		
Pedobacter steynii DX4	#23917	CAZyme cluster 1	GH154 unk GH125 GH20 unk		
Pedobacter steynii DX4	#23919	CAZyme cluster 3	unk GH88 unk unk unk Sulf_1 GH20 GH154 GH29 unk Sulf_1		
Phnomibacter ginsenosidimutans SB-02	#41269	CAZyme cluster 2	GH154 unk GH51_1 GH51_2 EPI unk unk GH127 unk unk unk		
Phocaeicola coprophilus DSM 18228 = JCM 13818	#3994	CAZyme cluster 3	unk unk unk unk GH154 GH88 unk GH95 GH89 unk unk unk GH105|PL33_2		
Phocaeicola coprophilus FDAARGOS_1220	#49123	CAZyme cluster 3	HTCS PL8_3 unk GH105|PL33_2 GH89 GH95 GH88 GH154 unk unk unk unk		
Rhizosphaericola mali B3-10	#40650	CAZyme cluster 2	unk PL8_3 GH88 GH154		
Rikenella microfusus DSM 15922	#11691	CAZyme cluster 2	GH88 PL33_1 GH89 GH154 GH154		
Rufibacter radiotolerans DG31D	#21275	CAZyme cluster 4	GH154 GH105 PL42 CE7 CE12 unk unk Est		
Segatella copri HDE06	#77137	CAZyme cluster 2	HTCS GH43_24 GH154 GH105 GH2 GH51_2		
Segatella copri Indica	#52473	CAZyme cluster 2	GH51_2 GH2 GH105 GH154 GH43_24		
Segatella copri MAG35	#79589	CAZyme cluster 1	GH51_2 GH2 GH105 GH154 GH43_24 HTCS		
Segatella hominis HDD12	#77112	CAZyme cluster 4	GH154 GH105 GH2 GH51_2		
Segatella oris C735	#11156	CAZyme cluster 3	PL33_1 GH154 unk GH105		
Segatella oris F0302	#10977	CAZyme cluster 4	GH105 unk GH154 PL33_1		
Segatella salivae DSM 15606	#2701	CAZyme cluster 2	GH105 unk GH154 PL33_1 GH43_24		
Sphingobacterium bambusae KACC 22910	#77242	CAZyme cluster 1	GH154 PL42 GH154 GH105 GH146 HTCS GH43_19 GH51_2 EPI unk unk unk unk		
Sphingobacterium multivorum FDAARGOS_1141	#48443	CAZyme cluster 4	unk unk GH43_10|CBM91 unk GH154 GH97 unk ECF-σ unk unk unk unk		
Sphingobacterium oryzagri KACC 22765	#72738	CAZyme cluster 4	GH154 PL42 GH154 GH105 GH146 HTCS GH43_19 GH51_2 EPI unk unk unk		
Sphingobacterium psychroaquaticum DSM 22418	#26313	CAZyme cluster 1	GH88 GH154 PL33_1 GH95 GH88		
Sphingobacterium psychroaquaticum SJ-25	#37493	CAZyme cluster 2	GH88 GH95 PL33_1 GH154 GH88		
Sphingobacterium siyangense PDNC006 	#49664	CAZyme cluster 3	unk unk GH43_10|CBM91 unk GH154 GH97 unk ECF-σ unk unk unk unk		
Sphingobacterium sp. CZ-2	#41092	CAZyme cluster 1	unk GH31_19 GH95 GH154 GH88		
Sphingobacterium spiritivorum ATCC 33300	#10251	CAZyme cluster 6	GH88 GH95 GH88 GH154		
